index_date,btc_usd,volume,low,open
2021-04-01,-9581.316668626794,-8654317614.699951,-3281.806179503197,19703.004595615494
2021-05-01,-14511.594770451804,-57826243749.19995,-27447.480093772603,-6605.279452373194
2021-06-01,5236.682238788999,-277913009508.99,17706.37555887,-16984.188650309006
2021-07-01,-128.0896380681006,-150927264125.83008,2922.894672989798,652.4440191229005
2021-08-01,8472.265401858102,164206210255.12012,3760.3572660943028,3487.2972542539064
2021-09-01,1687.7534452969994,76577519048.59985,-1209.263264288802,5780.832748485896
2021-10-01,10279.377446061502,-25525862775.06006,233.78392694060312,204.42317296720285
2021-11-01,-2607.289236750199,-158739747016.56982,6890.774941524192,10941.251780712497
2021-12-01,-11864.144455807698,-153641056124.37805,-24937.18197473159,-2544.546526012098
2022-01-01,-8003.7863971061015,-157825263844.14502,1588.3711961351946,-10043.2026171143
2022-02-01,-383.9299382497993,-223873497062.84204,11288.9216339452,-6716.291242375199
2022-03-01,5569.3800620447,184502258544.95898,2513.560921278702,-195.70708040570025
2022-04-01,-11358.636910053403,-59303273924.45593,3914.518760818897,6081.024466819195
2022-05-01,-1631.229505347099,104271699453.81897,-17911.9894505902,-9814.6585465225
2022-06-01,-7169.001624262699,135025447024.604,4049.8588118310035,-2631.053232249098
2022-07-01,0.0,-181567330918.818,9521.401911330398,1537.4539770433985
2022-08-01,0.0,33516141458.17798,-3038.321033976197,-1636.5330685247973
2022-09-01,0.0,-39917815338.84204,2365.4376829244975,-108.29172585540073
2022-10-01,0.0,-33241640533.86499,-814.6720060896005,2341.539819005302
2022-11-01,0.0,-29370559796.119995,151.6176011817006,-3876.5569839793025
2022-12-01,0.0,-11049523522.784912,-914.3973121070994,239.6832164929001
